@relation 'CS_DOMINGO_TST-weka.filters.unsupervised.attribute.NumericToNominal-R2-10,20-22,43'

@attribute DURATION_MAX numeric
@attribute STARTHOUR_1 {0,1}
@attribute STARTHOUR_2 {0,1}
@attribute STARTHOUR_3 {0,1}
@attribute STARTHOUR_4 {0,1}
@attribute STARTHOUR_5 {0,1}
@attribute STARTHOUR_6 {0,1}
@attribute TURNO_1 {0,1}
@attribute TURNO_2 {0,1}
@attribute TURNO_3 {0,1}
@attribute DURATION numeric
@attribute CCOUNT numeric
@attribute CMINPRICE numeric
@attribute CMAXPRICE numeric
@attribute CSUMPRICE numeric
@attribute BCOUNT numeric
@attribute BMINPRICE numeric
@attribute BMAXPRICE numeric
@attribute BSUMPRICE numeric
@attribute BSTEP {0.375,0.5,0.625,0.75,0.875,1}
@attribute ONLINESTATUS_1 {0,1}
@attribute AVAILABILITY_1 {0,1}
@attribute QTD_SESSION numeric
@attribute MIN_STARTHOUR numeric
@attribute MIN_CCOUNT numeric
@attribute MAX_CCOUNT numeric
@attribute MIN_CMAXPRICE numeric
@attribute MAX_CMAXPRICE numeric
@attribute MIN_CMINPRICE numeric
@attribute MAX_CMINPRICE numeric
@attribute MIN_CSUMPRICE numeric
@attribute MAX_CSUMPRICE numeric
@attribute MIN_BCOUNT numeric
@attribute MAX_BCOUNT numeric
@attribute MIN_BMINPRICE numeric
@attribute MAX_BMINPRICE numeric
@attribute MIN_BMAXPRICE numeric
@attribute MAX_BMAXPRICE numeric
@attribute MIN_BSUMPRICE numeric
@attribute MAX_BSUMPRICE numeric
@attribute MIN_BSTEP numeric
@attribute MAX_BSTEP numeric
@attribute CLASSE_1 {0,1}

@data
0.516058,1,1,1,0,0,0,1,0,0,0.516058,0.608333,0.4,0.451923,0.555556,0.5,0.410714,0.5,0.463235,0.625,0,0,0.410714,0.666667,0.575,0.608333,0.381098,0.450704,0.416667,0.404412,0.422297,0.555211,0,0.5,0.420455,0.389706,0.397727,0.488636,0.397727,0.443493,0,0.5,0
0.765328,1,0,0,1,0,1,1,0,0,0.765328,0.558333,0.38,0.434441,0.463272,0.625,0.410714,0.475,0.536765,0.625,0,0,0.517857,0.708333,0.425,0.558333,0.503049,0.433099,0.392857,0.551471,0.462838,0.462469,0,0.625,0.420455,0.507353,0.549242,0.465909,0.549242,0.500571,0,0.5,0
0.437409,1,1,0,0,0,1,0,1,0,0.437409,0.475,0.475,0.486888,0.45679,0.375,0.446429,0.4,0.375,0.5,0,0,0.375,0.416667,0.575,0.475,0.411585,0.485915,0.505952,0.441176,0.462838,0.455955,0,0.375,0.465909,0.419118,0.435606,0.397727,0.435606,0.375,0,0.4375,0
0.915876,1,0,0,1,0,1,1,0,0,0.915876,0.525,0.35,0.381993,0.42284,0.625,0.410714,0.3875,0.426471,1,0,0,0.553571,0.708333,0.625,0.525,0.396341,0.380282,0.357143,0.349265,0.432432,0.421836,0,0.625,0.420455,0.389706,0.397727,0.386364,0.397727,0.414954,0,0.6875,1
0.453285,1,1,0,0,0,1,0,1,0,0.453285,0.391667,0.475,0.416958,0.399691,0.375,0.517857,0.45,0.404412,0.625,0,0,0.410714,0.416667,0.475,0.391667,0.472561,0.415493,0.505952,0.441176,0.462838,0.398573,0,0.375,0.556818,0.477941,0.511364,0.443182,0.511364,0.397831,0,0.5,0
0.492883,1,1,1,0,0,0,1,0,0,0.492883,0.458333,0.375,0.381993,0.412037,0.375,0.446429,0.4,0.375,0.375,0,0,0.589286,0.666667,0.625,0.458333,0.411585,0.380282,0.386905,0.441176,0.483108,0.41098,0,0.375,0.465909,0.419118,0.435606,0.397727,0.435606,0.375,0,0.5,1
0.350365,0,0,1,1,0,1,0,0,1,0.350365,0.358333,1,1,0.529321,0.5,1,1,1,0.375,1,1,0.375,0.041667,0.325,0.358333,0.320122,1,0.327381,1,0.341216,0.528846,0,0.5,0.329545,1,0.32197,1,0.32197,1,0,0.375,0
0.362226,1,1,0,1,0,0,1,0,0,0.362226,0.375,0.35,0.338287,0.347222,0.375,0.357143,0.3375,0.338235,1,0,0,0.553571,0.5,0.425,0.375,0.335366,0.336268,0.357143,0.349265,0.347973,0.345844,0,0.375,0.352273,0.345588,0.340909,0.340909,0.340909,0.346461,0,0.6875,0
0.412044,1,0,1,0,1,0,1,0,0,0.412044,0.425,0.725,0.469406,0.393519,0.375,0.625,0.525,0.448529,0.625,0,0,0.375,0.541667,0.575,0.425,0.564024,0.46831,0.803571,0.625,0.449324,0.39237,0,0.375,0.693182,0.566176,0.625,0.511364,0.625,0.432078,0,0.5,0
0.496898,1,0,1,1,0,0,1,0,0,0.496898,0.425,0.625,0.679196,0.544753,0.375,0.553571,0.475,0.419118,0.375,1,1,0.339286,0.625,0.575,0.425,0.929878,0.679577,0.684524,0.551471,0.780405,0.544355,0,0.375,0.602273,0.507353,0.549242,0.465909,0.549242,0.409247,0,0.375,0
0.37062,1,0,1,1,0,0,1,0,0,0.37062,0.325,0.325,0.329545,0.344136,0.25,0.339286,0.325,0.330882,0.5,0,1,0.482143,0.625,0.275,0.325,0.320122,0.327465,0.327381,0.330882,0.341216,0.342742,0,0.25,0.329545,0.330882,0.32197,0.329545,0.32197,0.340753,0,0.625,0
0.484307,1,0,1,0,0,1,0,1,0,0.484307,0.491667,0.405,0.36451,0.397222,0.625,0.396429,0.375,0.407353,0.375,1,1,0.410714,0.375,0.575,0.491667,0.368902,0.362676,0.422619,0.389706,0.406081,0.396092,0,0.625,0.402273,0.377941,0.382576,0.375,0.382576,0.400114,0,0.375,0
0.383394,1,1,0,1,0,0,1,0,0,0.383394,0.441667,0.475,0.390734,0.396605,0.375,0.464286,0.4125,0.382353,0.5,0,0,0.375,0.5,0.625,0.441667,0.426829,0.389085,0.505952,0.441176,0.456081,0.395471,0,0.375,0.488636,0.433824,0.454545,0.409091,0.454545,0.380708,0,0.4375,0
0.475912,1,1,0,0,1,0,0,1,0,0.475912,0.541667,0.465,0.76486,0.565432,0.5,0.439286,0.395,0.413235,0.5,0,0,0.482143,0.458333,0.875,0.541667,1,0.765845,0.494048,0.433824,0.806757,0.565136,0,0.5,0.456818,0.413235,0.42803,0.393182,0.42803,0.40468,0,0.4375,0
0.486131,1,0,1,1,0,0,1,0,0,0.486131,0.391667,1,1,1,0.375,1,1,1,0.625,0,0,0.375,0.625,0.475,0.391667,1,1,1,1,1,1,0,0.375,1,1,1,1,1,0.968607,0,0.5,0
0.380839,1,0,0,0,1,1,0,1,0,0.380839,0.475,0.36,0.352273,0.362963,0.375,0.364286,0.3425,0.341176,0.5,0,0,0.410714,0.333333,0.725,0.475,0.359756,0.350352,0.369048,0.356618,0.382432,0.361663,0,0.375,0.361364,0.351471,0.348485,0.345455,0.348485,0.348744,0,0.5,0
0.467883,0,1,1,1,0,0,0,1,0,0.467883,0.591667,0.345,0.451923,0.556173,0.75,0.353571,0.5,0.557353,0.5,0,0,0.517857,0.291667,0.425,0.591667,0.503049,0.450704,0.35119,0.551471,0.462838,0.555831,0,0.75,0.347727,0.507353,0.549242,0.488636,0.549242,0.516553,0,0.5,0
0.510766,1,1,0,0,1,0,0,1,0,0.510766,0.658333,0.425,0.399476,0.506173,0.875,0.410714,0.425,0.536765,0.375,1,1,0.482143,0.458333,0.425,0.658333,0.442073,0.397887,0.446429,0.477941,0.422297,0.505583,0,0.875,0.420455,0.448529,0.473485,0.420455,0.473485,0.500571,0,0.375,0
0.564416,0,1,1,1,0,0,0,1,0,0.564416,0.858333,0.375,0.416958,0.521914,1,0.375,0.4,0.545588,1,0,0,0.732143,0.291667,0.425,0.858333,0.375,0.415493,0.386905,0.397059,0.377703,0.521402,0,1,0.375,0.383824,0.390152,0.397727,0.390152,0.50742,0,0.6875,1
0.350365,1,0,0,0,1,1,0,1,0,0.350365,0.358333,1,1,0.529321,0.5,1,1,1,0.375,1,1,0.375,0.333333,0.325,0.358333,0.320122,1,0.327381,1,0.341216,0.528846,0,0.5,0.329545,1,0.32197,1,0.32197,1,0,0.375,0
0.349635,1,1,0,1,0,0,1,0,0,0.349635,0.325,0.325,0.329545,0.344136,0.25,0.339286,0.325,0.330882,0.625,0,0,0.339286,0.5,0.275,0.325,0.320122,0.327465,0.327381,0.330882,0.341216,0.342742,0,0.25,0.329545,0.330882,0.32197,0.329545,0.32197,0.340753,0,0.5,0
0.499088,1,0,1,1,0,0,1,0,0,0.499088,0.391667,1,0.626748,0.54784,0.5,0.910714,0.75,0.816176,0.625,0,0,0.732143,0.625,0.375,0.391667,0.807927,0.626761,1,0.919118,0.557432,0.547457,0,0.5,1,0.801471,0.92803,0.715909,0.92803,0.717466,0,0.5,0
0.385401,1,0,1,1,0,0,1,0,0,0.385401,0.341667,0.575,0.416958,0.359568,0.375,0.517857,0.45,0.404412,1,0,0,0.553571,0.625,0.325,0.341667,0.472561,0.415493,0.625,0.514706,0.375,0.358251,0,0.375,0.556818,0.477941,0.511364,0.443182,0.511364,0.397831,0,0.6875,1
0.440146,0,1,0,1,0,1,0,0,1,0.440146,0.408333,0.325,0.329545,0.344136,0.25,0.339286,0.325,0.330882,0.625,0,0,0.410714,0.208333,0.525,0.408333,0.320122,0.327465,0.327381,0.330882,0.341216,0.342742,0,0.25,0.329545,0.330882,0.32197,0.329545,0.32197,0.340753,0,0.5,0
0.702555,1,0,1,1,0,0,1,0,0,0.702555,0.425,0.45,0.373252,0.382716,0.375,0.428571,0.3875,0.367647,1,0,0,0.553571,0.625,0.525,0.425,0.396341,0.371479,0.47619,0.422794,0.408784,0.381514,0,0.375,0.443182,0.404412,0.416667,0.386364,0.416667,0.369292,0,0.6875,1
0.560401,1,0,1,0,1,0,1,0,0,0.560401,0.608333,0.375,0.626748,0.46821,0.375,0.375,0.35,0.345588,0.375,1,1,0.339286,0.541667,1,0.608333,0.838415,0.626761,0.386905,0.367647,0.612838,0.467432,0,0.375,0.375,0.360294,0.359848,0.352273,0.359848,0.352169,0,0.375,0
0.436861,0,1,1,1,0,0,0,1,0,0.436861,0.391667,0.725,0.469406,0.442901,0.5,0.625,0.525,0.566176,1,0,0,0.625,0.291667,0.375,0.391667,0.564024,0.46831,0.803571,0.625,0.449324,0.441998,0,0.5,0.693182,0.566176,0.625,0.511364,0.625,0.523402,0,0.6875,1
0.584489,1,1,1,0,0,0,1,0,0,0.584489,0.558333,0.425,0.486888,0.427469,0.75,0.410714,0.375,0.448529,0.625,0,0,0.803571,0.666667,0.625,0.558333,0.594512,0.485915,0.446429,0.404412,0.442568,0.426489,0,0.75,0.420455,0.389706,0.397727,0.375,0.397727,0.432078,0,0.5,0
0.498723,1,1,1,0,0,0,1,0,0,0.498723,0.475,0.36,0.416958,0.42037,0.5,0.375,0.45,0.419118,0.375,0,0,0.446429,0.666667,0.375,0.475,0.472561,0.415493,0.369048,0.514706,0.408784,0.419355,0,0.5,0.375,0.477941,0.511364,0.443182,0.511364,0.409247,0,0.5,1
0.902372,1,1,0,0,0,1,0,1,0,0.902372,0.358333,0.625,0.434441,0.381173,0.375,0.553571,0.475,0.419118,1,0,0,0.482143,0.416667,0.375,0.358333,0.503049,0.433099,0.684524,0.551471,0.422297,0.379963,0,0.375,0.602273,0.507353,0.549242,0.465909,0.549242,0.409247,0,0.6875,1
0.40365,1,1,1,0,0,0,1,0,0,0.40365,0.358333,0.475,0.399476,0.365741,0.5,0.446429,0.425,0.433824,0.375,1,1,0.375,0.666667,0.325,0.358333,0.442073,0.397887,0.505952,0.477941,0.368243,0.364454,0,0.5,0.465909,0.448529,0.473485,0.420455,0.473485,0.420662,0,0.375,0
0.559489,1,1,1,0,0,0,1,0,0,0.559489,1,0.375,1,1,1,0.375,1,1,0.75,0,0,1,0.666667,0.325,1,0.365854,1,0.386905,0.386029,0.351351,1,0,1,0.375,0.375,0.378788,1,0.378788,1,0,0.6875,1
0.712409,1,0,0,0,1,1,0,1,0,0.712409,0.625,0.345,0.434441,0.407407,0.5,0.353571,0.3375,0.344118,0.5,0,0,0.410714,0.333333,0.375,0.625,0.332317,0.433099,0.35119,0.345588,0.346622,0.406328,0,0.5,0.347727,0.342647,0.337121,0.340909,0.337121,0.351027,0,0.4375,0
0.680839,1,1,0,0,1,0,0,1,0,0.680839,0.575,0.375,0.416958,0.471914,0.5,0.446429,0.425,0.433824,1,0,0,0.589286,0.458333,0.475,0.575,0.411585,0.415493,0.386905,0.441176,0.422297,0.471154,0,0.5,0.465909,0.419118,0.435606,0.420455,0.435606,0.420662,0,0.6875,1
0.425912,1,0,1,1,0,0,1,0,0,0.425912,0.375,0.375,0.347028,0.353395,0.375,0.375,0.35,0.345588,0.625,0,0,0.446429,0.625,0.425,0.375,0.35061,0.34507,0.386905,0.367647,0.361486,0.352047,0,0.375,0.375,0.360294,0.359848,0.352273,0.359848,0.352169,0,0.5,0
0.504927,1,0,0,1,0,1,1,0,0,0.504927,1,0.39,0.539336,0.966049,0.875,0.385714,0.5,0.666176,0.375,1,1,0.482143,0.708333,0.875,1,0.685976,0.538732,0.404762,0.389706,0.719595,0.967742,0,0.875,0.388636,0.507353,0.549242,0.488636,0.549242,0.601027,0,0.375,0
0.636314,0,1,1,1,0,0,0,1,0,0.636314,0.458333,0.36,1,0.517284,0.5,0.392857,1,1,0.625,0,0,0.625,0.291667,0.375,0.458333,0.365854,1,0.369048,0.386029,0.361486,0.516749,0,0.5,0.397727,0.375,0.378788,1,0.378788,0.928653,0,0.5,0
0.391971,1,1,0,1,0,0,1,0,0,0.391971,0.441667,0.35,0.338287,0.353395,0.5,0.357143,0.3375,0.345588,0.375,1,1,0.375,0.5,0.425,0.441667,0.335366,0.336268,0.357143,0.349265,0.347973,0.352047,0,0.5,0.352273,0.345588,0.340909,0.340909,0.340909,0.352169,0,0.375,0
0.508212,1,1,0,0,0,1,0,1,0,0.508212,0.425,0.425,0.36451,0.362654,0.375,0.410714,0.375,0.360294,1,0,0,0.517857,0.416667,0.425,0.425,0.381098,0.362676,0.446429,0.404412,0.381757,0.361352,0,0.375,0.420455,0.389706,0.397727,0.375,0.397727,0.363584,0,0.6875,1
0.401825,1,0,1,1,0,0,1,0,0,0.401825,0.358333,1,0.679196,0.467593,0.375,1,0.825,0.625,1,0,0,0.660714,0.625,0.375,0.358333,0.929878,0.679577,1,1,0.611486,0.466811,0,0.375,1,0.919118,1,0.784091,1,0.569064,0,0.6875,1
0.349635,0,1,0,1,0,1,0,0,1,0.349635,0.341667,0.825,0.504371,0.375,0.375,0.696429,0.575,0.477941,0.375,1,1,0.410714,0.208333,0.325,0.375,0.625,0.625,0.922619,0.698529,0.408784,0.466501,0,0.625,0.784091,0.625,0.700758,0.713636,0.700758,0.796233,0,0.375,0
0.457482,1,1,0,0,1,0,0,1,0,0.457482,0.441667,0.425,0.408217,0.424383,0.75,0.464286,0.4375,0.566176,0.375,0,0,0.625,0.458333,0.375,0.441667,0.457317,0.40669,0.446429,0.404412,0.385135,0.423387,0,0.75,0.488636,0.463235,0.492424,0.431818,0.492424,0.523402,0,0.625,1
0.47865,1,0,1,0,0,1,0,1,0,0.47865,0.425,1,1,1,0.5,1,1,1,0.375,1,1,0.410714,0.375,0.425,0.425,1,1,1,1,1,1,0,0.5,1,1,1,1,1,1,0,0.5,0
1,1,0,0,1,1,0,1,0,0,1,1,0.475,0.749126,1,0.375,0.767857,0.625,0.507353,1,0,0,0.482143,0.583333,1,1,1,0.75,0.505952,0.441176,1,1,0,0.375,0.875,0.683824,0.776515,0.602273,0.776515,0.47774,0,0.6875,1
0.370803,0,1,1,0,0,1,0,0,1,0.370803,0.508333,0.525,0.434441,0.516975,0.375,0.482143,0.425,0.389706,0.375,1,1,0.339286,0,0.825,0.508333,0.503049,0.433099,0.565476,0.477941,0.719595,0.516439,0,0.375,0.511364,0.448529,0.473485,0.420455,0.473485,0.386416,0,0.375,0
1,1,0,1,0,1,0,1,0,0,1,0.475,1,1,1,0.375,1,1,0.919118,0.625,0,0,0.410714,0.541667,0.725,0.475,1,1,1,1,1,1,0,0.375,1,1,1,1,1,0.797374,0,0.5,0
0.530109,1,1,0,1,0,0,1,0,0,0.530109,0.775,0.625,0.609266,0.939198,0.625,0.625,0.575,0.713235,1,0,0,0.589286,0.5,1,0.775,0.807927,0.609155,0.684524,0.551471,1,0.940757,0,0.625,0.693182,0.566176,0.625,0.556818,0.625,0.637557,0,0.6875,1
0.548358,1,0,1,0,0,1,0,1,0,0.548358,0.375,1,0.819056,0.603395,0.375,1,1,0.742647,1,0,0,0.625,0.375,0.425,0.375,1,0.820423,1,1,0.908784,0.603288,0,0.375,1,1,1,0.965909,1,0.660388,0,0.6875,1
0.386131,0,1,1,0,0,1,0,0,1,0.386131,0.391667,1,1,1,0.375,1,1,1,0.375,1,1,0.339286,0,0.475,0.391667,1,1,1,1,1,1,0,0.375,1,1,1,1,1,1,0,0.375,0
0.431387,1,1,0,0,1,0,0,1,0,0.431387,0.441667,0.475,0.390734,0.393519,0.5,0.446429,0.4125,0.426471,0.375,1,1,0.375,0.458333,0.525,0.441667,0.411585,0.389085,0.505952,0.441176,0.402027,0.39237,0,0.5,0.465909,0.419118,0.435606,0.409091,0.435606,0.414954,0,0.375,0
0.540146,1,1,0,0,1,0,0,1,0,0.540146,0.491667,0.375,0.381993,0.394444,1,0.375,0.4,0.570588,0.375,0,0,1,0.458333,0.325,0.491667,0.381098,0.380282,0.386905,0.404412,0.35473,0.3933,0,1,0.375,0.389706,0.397727,0.397727,0.397727,0.526826,0,0.625,1
0.393248,1,1,0,0,1,0,0,1,0,0.393248,0.491667,1,1,1,0.375,1,1,1,0.375,1,1,0.339286,0.458333,0.775,0.491667,1,1,1,1,1,1,0,0.375,1,1,1,1,1,1,0,0.375,0
