@relation 'CS_DOMINGO_TRN-weka.filters.unsupervised.attribute.NumericToNominal-R2-10,20-22,43'

@attribute DURATION_MAX numeric
@attribute STARTHOUR_1 {0,1}
@attribute STARTHOUR_2 {0,1}
@attribute STARTHOUR_3 {0,1}
@attribute STARTHOUR_4 {0,1}
@attribute STARTHOUR_5 {0,1}
@attribute STARTHOUR_6 {0,1}
@attribute TURNO_1 {0,1}
@attribute TURNO_2 {0,1}
@attribute TURNO_3 {0,1}
@attribute DURATION numeric
@attribute CCOUNT numeric
@attribute CMINPRICE numeric
@attribute CMAXPRICE numeric
@attribute CSUMPRICE numeric
@attribute BCOUNT numeric
@attribute BMINPRICE numeric
@attribute BMAXPRICE numeric
@attribute BSUMPRICE numeric
@attribute BSTEP {0.375,0.5,0.625,0.75,0.875,1}
@attribute ONLINESTATUS_1 {0,1}
@attribute AVAILABILITY_1 {0,1}
@attribute QTD_SESSION numeric
@attribute MIN_STARTHOUR numeric
@attribute MIN_CCOUNT numeric
@attribute MAX_CCOUNT numeric
@attribute MIN_CMAXPRICE numeric
@attribute MAX_CMAXPRICE numeric
@attribute MIN_CMINPRICE numeric
@attribute MAX_CMINPRICE numeric
@attribute MIN_CSUMPRICE numeric
@attribute MAX_CSUMPRICE numeric
@attribute MIN_BCOUNT numeric
@attribute MAX_BCOUNT numeric
@attribute MIN_BMINPRICE numeric
@attribute MAX_BMINPRICE numeric
@attribute MIN_BMAXPRICE numeric
@attribute MAX_BMAXPRICE numeric
@attribute MIN_BSUMPRICE numeric
@attribute MAX_BSUMPRICE numeric
@attribute MIN_BSTEP numeric
@attribute MAX_BSTEP numeric
@attribute CLASSE_1 {0,1}

@data
0.398723,1,0,1,1,0,0,1,0,0,0.398723,0.575,0.35,0.347028,0.356481,0.5,0.357143,0.35,0.352941,0.375,1,1,0.375,0.625,0.775,0.575,0.35061,0.34507,0.357143,0.367647,0.361486,0.355149,0,0.5,0.352273,0.360294,0.359848,0.352273,0.359848,0.357877,0,0.375,0
0.914781,1,0,1,1,0,0,1,0,0,0.914781,0.641667,1,1,1,0.625,1,1,1,1,0,0,0.767857,0.625,0.475,0.641667,1,1,1,1,1,1,0,0.625,1,1,1,1,1,1,0,0.6875,1
0.389781,1,0,1,0,1,0,1,0,0,0.389781,0.525,0.375,0.36451,0.386111,1,0.375,0.375,0.530882,1,0,0,1,0.541667,0.325,0.525,0.35061,0.362676,0.386905,0.367647,0.347973,0.384926,0,1,0.375,0.360294,0.359848,0.375,0.359848,0.496005,0,0.6875,1
0.350547,0,0,1,1,0,1,0,0,1,0.350547,0.358333,1,1,0.529321,0.5,1,1,1,0.375,1,1,0.375,0.041667,0.325,0.358333,0.320122,1,0.327381,1,0.341216,0.528846,0,0.5,0.329545,1,0.32197,1,0.32197,1,0,0.375,0
0.352555,1,0,0,0,1,1,0,1,0,0.352555,0.341667,0.575,0.416958,0.359568,0.375,0.517857,0.45,0.404412,0.625,0,0,0.410714,0.333333,0.325,0.341667,0.472561,0.415493,0.625,0.514706,0.375,0.358251,0,0.375,0.556818,0.477941,0.511364,0.443182,0.511364,0.397831,0,0.5,0
0.349635,0,0,1,1,0,1,0,0,1,0.349635,0.341667,1,0.625,0.396296,0.375,0.942857,0.7475,0.579412,0.375,1,1,0.410714,0.041667,0.325,0.375,0.835366,0.625,0.922619,0.952206,0.455405,0.466501,0,0.625,0.784091,0.827941,0.962121,0.713636,0.962121,0.796233,0,0.375,0
0.57573,1,0,1,0,1,0,1,0,0,0.57573,0.558333,0.375,0.504371,0.468519,0.375,0.446429,0.4,0.375,1,0,0,0.517857,0.541667,0.525,0.558333,0.411585,0.503521,0.386905,0.441176,0.422297,0.467742,0,0.375,0.465909,0.419118,0.435606,0.397727,0.435606,0.375,0,0.6875,1
0.914781,1,0,1,1,0,0,1,0,0,0.914781,0.641667,1,1,1,0.625,1,1,1,1,0,0,0.767857,0.625,0.475,0.641667,1,1,1,1,1,1,0,0.625,1,1,1,1,1,1,0,0.6875,1
0.513321,1,0,1,0,1,0,1,0,0,0.513321,0.658333,0.375,1,1,0.875,0.375,1,1,1,0,0,0.803571,0.541667,0.575,0.658333,0.35061,1,0.386905,0.367647,0.375,1,0,0.875,0.375,0.360294,0.359848,1,0.359848,1,0,0.6875,1
0.412044,1,0,1,0,1,0,1,0,0,0.412044,0.425,1,1,1,0.375,1,1,1,0.375,1,1,0.339286,0.541667,0.575,0.425,1,1,1,1,1,1,0,0.375,1,1,1,1,1,0.968607,0,0.375,0
0.354197,1,0,0,1,0,1,1,0,0,0.354197,0.358333,1,1,0.529321,0.5,1,1,1,0.375,1,1,0.375,0.708333,0.325,0.358333,0.320122,1,0.327381,1,0.341216,0.528846,0,0.5,0.329545,1,0.32197,1,0.32197,1,0,0.375,0
0.62208,1,0,0,1,1,0,1,0,0,0.62208,0.491667,1,1,1,0.625,1,1,1,1,0,0,0.875,0.583333,0.475,0.491667,0.929878,1,1,1,0.881757,1,0,0.625,1,0.919118,1,1,1,1,0,0.6875,1
0.349635,1,0,0,0,1,1,0,1,0,0.349635,0.341667,0.975,0.556818,0.384259,0.375,0.803571,0.65,0.522059,0.375,1,1,0.410714,0.333333,0.325,0.375,0.716463,0.625,0.922619,0.808824,0.429054,0.466501,0,0.625,0.784091,0.713235,0.814394,0.713636,0.814394,0.796233,0,0.375,0
0.532117,0,1,1,1,0,0,0,1,0,0.532117,0.825,0.36,0.36451,0.466667,0.375,0.392857,0.3625,0.352941,0.375,1,1,0.339286,0.291667,1,0.825,0.381098,0.362676,0.369048,0.356618,0.609459,0.465881,0,0.375,0.397727,0.375,0.378788,0.363636,0.378788,0.357877,0,0.375,0
0.543796,1,1,1,0,0,0,1,0,0,0.543796,0.725,0.345,0.434441,0.480556,1,0.353571,0.375,0.470588,0.5,0,0,0.625,0.666667,0.375,0.725,0.332317,0.433099,0.35119,0.345588,0.346622,0.479839,0,1,0.347727,0.342647,0.337121,0.375,0.337121,0.449201,0,0.4375,0
0.406387,1,1,0,1,0,0,1,0,0,0.406387,0.491667,0.33,0.33479,0.35216,0.625,0.35,0.3325,0.344118,0.375,1,1,0.410714,0.5,0.525,0.491667,0.329268,0.332746,0.333333,0.334559,0.348649,0.350806,0,0.625,0.343182,0.339706,0.333333,0.336364,0.333333,0.351027,0,0.375,0
0.428285,1,1,1,0,0,0,1,0,0,0.428285,0.441667,0.345,0.854021,0.545679,0.625,0.353571,1,0.8,0.375,0,0,0.660714,0.666667,0.375,0.441667,1,0.855634,0.35119,1,0.746622,0.545285,0,0.625,0.347727,1,1,1,1,0.704909,0,0.5,1
0.44781,1,0,0,1,1,0,1,0,0,0.44781,0.391667,1,1,0.806173,0.375,1,1,1,0.375,1,1,0.339286,0.583333,0.475,0.391667,1,1,1,1,1,0.807072,0,0.375,1,1,1,1,1,0.910388,0,0.375,0
0.574453,1,1,0,1,0,0,1,0,0,0.574453,1,0.36,0.451923,0.921296,1,0.364286,0.475,0.580882,0.5,0,1,0.696429,0.5,0.425,1,0.381098,0.450704,0.369048,0.378676,0.372297,0.922767,0,1,0.361364,0.369118,0.371212,0.465909,0.371212,0.534817,0,0.4375,0
0.349635,1,0,1,1,0,0,1,0,0,0.349635,0.325,0.325,0.329545,0.344136,0.25,0.339286,0.325,0.330882,0.5,0,1,0.339286,0.625,0.275,0.325,0.320122,0.327465,0.327381,0.330882,0.341216,0.342742,0,0.25,0.329545,0.330882,0.32197,0.329545,0.32197,0.340753,0,0.4375,0
0.349635,0,0,1,1,1,0,0,0,1,0.349635,0.341667,0.825,0.504371,0.375,0.375,0.696429,0.575,0.477941,0.375,1,1,0.410714,0.125,0.325,0.375,0.625,0.625,0.922619,0.698529,0.408784,0.466501,0,0.625,0.784091,0.625,0.700758,0.713636,0.700758,0.796233,0,0.375,0
0.687409,1,0,1,1,0,0,1,0,0,0.687409,0.775,0.345,0.434441,0.526235,1,0.353571,0.475,0.538235,1,0,0,0.875,0.625,0.375,0.775,0.35061,0.433099,0.35119,0.367647,0.35473,0.525744,0,1,0.347727,0.360294,0.359848,0.465909,0.359848,0.501712,0,0.6875,1
0.538139,1,1,0,1,0,0,1,0,0,0.538139,0.375,1,1,0.930556,0.375,1,1,1,1,0,0,0.482143,0.5,0.425,0.375,1,1,1,1,1,0.932072,0,0.375,1,1,1,1,1,1,0,0.6875,1
0.422628,0,1,0,1,0,1,0,0,1,0.422628,0.425,0.425,0.381993,0.381173,0.375,0.446429,0.4,0.375,0.625,0,0,0.375,0.208333,0.575,0.425,0.411585,0.380282,0.446429,0.404412,0.422297,0.379963,0,0.375,0.465909,0.419118,0.435606,0.397727,0.435606,0.375,0,0.5,0
0.435949,1,0,1,1,0,0,1,0,0,0.435949,0.525,0.39,0.36451,0.409259,0.5,0.392857,0.375,0.382353,1,0,0,0.732143,0.625,0.475,0.525,0.381098,0.362676,0.404762,0.386029,0.385135,0.408189,0,0.5,0.397727,0.375,0.378788,0.375,0.378788,0.380708,0,0.6875,1
0.399635,1,0,1,0,0,1,0,1,0,0.399635,0.391667,0.375,0.347028,0.356481,0.375,0.375,0.35,0.345588,0.375,1,1,0.339286,0.375,0.475,0.391667,0.35061,0.34507,0.386905,0.367647,0.368243,0.355149,0,0.375,0.375,0.360294,0.359848,0.352273,0.359848,0.352169,0,0.375,0
0.90292,1,1,1,0,0,0,1,0,0,0.90292,1,0.325,0.381993,0.645679,1,0.339286,0.4,0.638235,0.375,1,1,1,0.666667,0.375,1,0.320122,0.380282,0.327381,0.330882,0.341216,0.645782,0,1,0.329545,0.330882,0.32197,0.397727,0.32197,0.579338,0,0.5,0
0.350912,1,1,1,0,0,0,1,0,0,0.350912,0.341667,0.36,0.341783,0.346296,0.375,0.364286,0.3425,0.341176,0.625,0,0,0.375,0.666667,0.325,0.341667,0.341463,0.339789,0.369048,0.356618,0.345946,0.344913,0,0.375,0.361364,0.351471,0.348485,0.345455,0.348485,0.348744,0,0.5,0
0.693613,1,1,0,0,1,0,0,1,0,0.693613,0.408333,0.5,0.416958,0.402778,0.375,0.464286,0.4125,0.382353,0.375,0,0,0.517857,0.458333,0.425,0.408333,0.426829,0.415493,0.535714,0.459559,0.412162,0.401675,0,0.375,0.488636,0.433824,0.454545,0.409091,0.454545,0.380708,0,0.625,1
0.352007,1,0,1,1,0,0,1,0,0,0.352007,0.341667,1,0.766608,0.421296,0.375,1,0.95,0.698529,0.625,0,0,0.375,0.625,0.325,0.341667,1,0.767606,1,1,0.510135,0.420285,0,0.375,1,1,1,0.897727,1,0.626142,0,0.5,0
0.570255,1,0,1,1,0,0,1,0,0,0.570255,0.358333,1,0.609266,0.442901,0.375,0.910714,0.725,0.566176,1,0,0,0.589286,0.625,0.375,0.358333,0.807927,0.609155,1,0.919118,0.557432,0.441998,0,0.375,1,0.801471,0.92803,0.693182,0.92803,0.523402,0,0.6875,1
0.351277,1,0,0,0,1,1,0,1,0,0.351277,0.341667,0.36,0.341783,0.346296,0.375,0.364286,0.3425,0.341176,0.625,0,0,0.375,0.333333,0.325,0.341667,0.341463,0.339789,0.369048,0.356618,0.345946,0.344913,0,0.375,0.361364,0.351471,0.348485,0.345455,0.348485,0.348744,0,0.5,0
0.377372,1,0,0,1,1,0,1,0,0,0.377372,0.358333,0.4,0.504371,0.37963,0.5,0.392857,0.575,0.5,0.375,0,0,0.482143,0.583333,0.325,0.358333,0.625,0.503521,0.416667,0.698529,0.408784,0.378412,0,0.5,0.397727,0.625,0.700758,0.556818,0.700758,0.472032,0,0.5,1
0.354197,1,1,0,0,1,0,0,1,0,0.354197,0.358333,0.705,0.462413,0.391049,0.375,0.610714,0.515,0.442647,0.375,1,1,0.339286,0.458333,0.375,0.358333,0.551829,0.461268,0.779762,0.610294,0.443919,0.389888,0,0.375,0.675,0.554412,0.609848,0.502273,0.609848,0.427511,0,0.375,0
0.710036,1,1,0,1,0,0,1,0,0,0.710036,0.608333,0.34,0.381993,0.427469,0.75,0.35,0.375,0.385294,0.375,0,0,0.946429,0.5,0.325,0.608333,0.35061,0.380282,0.345238,0.367647,0.347973,0.426489,0,0.75,0.343182,0.360294,0.359848,0.375,0.359848,0.382991,0,0.625,1
0.369708,1,0,0,1,1,0,1,0,0,0.369708,0.475,0.575,0.416958,0.483025,0.375,0.517857,0.45,0.404412,0.375,1,1,0.339286,0.583333,0.725,0.475,0.472561,0.415493,0.625,0.514706,0.64527,0.48232,0,0.375,0.556818,0.477941,0.511364,0.443182,0.511364,0.397831,0,0.375,0
0.364599,1,0,0,1,1,0,1,0,0,0.364599,0.375,0.35,0.338287,0.347222,0.375,0.357143,0.3375,0.338235,1,0,0,0.553571,0.583333,0.425,0.375,0.335366,0.336268,0.357143,0.349265,0.347973,0.345844,0,0.375,0.352273,0.345588,0.340909,0.340909,0.340909,0.346461,0,0.6875,0
0.371898,1,0,1,1,0,0,1,0,0,0.371898,0.458333,0.375,0.451923,0.408951,0.5,0.375,0.45,0.419118,0.375,1,1,0.375,0.625,0.575,0.458333,0.533537,0.450704,0.386905,0.404412,0.469595,0.407878,0,0.5,0.375,0.477941,0.511364,0.443182,0.511364,0.409247,0,0.375,0
1,1,1,0,0,0,1,0,1,0,1,0.491667,0.745,0.677448,0.751235,0.625,0.803571,0.65,0.904412,1,0,0,0.910714,0.416667,0.575,0.491667,0.926829,0.677817,0.827381,0.639706,0.881081,0.751861,0,0.625,0.920455,0.713235,0.814394,0.625,0.814394,0.785959,0,0.6875,1
0.456569,1,1,1,0,0,0,1,0,0,0.456569,0.541667,0.425,0.399476,0.430556,0.5,0.410714,0.375,0.389706,1,0,0,0.517857,0.666667,0.775,0.541667,0.442073,0.397887,0.446429,0.404412,0.489865,0.429591,0,0.5,0.420455,0.389706,0.397727,0.375,0.397727,0.386416,0,0.6875,1
0.351825,1,1,0,0,1,0,0,1,0,0.351825,0.358333,0.375,0.347028,0.350309,0.375,0.375,0.35,0.345588,0.375,1,1,0.339286,0.458333,0.375,0.358333,0.35061,0.34507,0.386905,0.367647,0.35473,0.348945,0,0.375,0.375,0.360294,0.359848,0.352273,0.359848,0.352169,0,0.375,0
0.355839,1,1,0,0,0,1,0,1,0,0.355839,0.358333,1,0.888986,0.541667,0.375,1,1,0.801471,0.375,1,1,0.339286,0.416667,0.375,0.358333,1,0.890845,1,1,0.773649,0.541253,0,0.375,1,1,1,1,1,0.70605,0,0.375,0
0.506022,1,0,1,1,0,0,1,0,0,0.506022,0.358333,1,1,0.591049,0.375,1,1,0.919118,0.625,0,0,0.589286,0.625,0.375,0.358333,1,1,1,1,0.881757,0.590881,0,0.375,1,1,1,1,1,0.797374,0,0.5625,0
0.359307,1,0,1,1,0,0,1,0,0,0.359307,0.375,0.65,0.443182,0.404321,0.375,0.571429,0.4875,0.426471,0.625,0,0,0.375,0.625,0.425,0.375,0.518293,0.441901,0.714286,0.569853,0.472973,0.403226,0,0.375,0.625,0.522059,0.568182,0.477273,0.568182,0.414954,0,0.5,0
0.498175,1,0,0,1,0,1,1,0,0,0.498175,0.391667,0.625,0.556818,0.439815,0.375,0.553571,0.475,0.419118,0.375,1,1,0.339286,0.708333,0.475,0.391667,0.716463,0.556338,0.684524,0.551471,0.550676,0.438896,0,0.375,0.602273,0.507353,0.549242,0.465909,0.549242,0.409247,0,0.375,0
0.387591,1,1,0,1,0,0,1,0,0,0.387591,0.358333,0.475,0.381993,0.362654,0.375,0.446429,0.4,0.375,0.625,0,0,0.446429,0.5,0.375,0.358333,0.411585,0.380282,0.505952,0.441176,0.381757,0.361352,0,0.375,0.465909,0.419118,0.435606,0.397727,0.435606,0.375,0,0.5,0
0.677007,1,0,1,1,0,0,1,0,0,0.677007,0.658333,0.385,0.381993,0.46821,0.375,0.410714,0.375,0.360294,0.375,0,0,0.553571,0.625,0.875,0.658333,0.411585,0.380282,0.39881,0.404412,0.510135,0.467432,0,0.375,0.420455,0.389706,0.397727,0.375,0.397727,0.363584,0,0.5,1
0.360036,0,1,1,0,1,0,0,1,0,0.360036,0.391667,1,0.854021,0.621914,0.375,1,1,0.772059,0.375,1,1,0.339286,0.25,0.475,0.391667,1,0.855634,1,1,0.949324,0.621898,0,0.375,1,1,1,1,1,0.683219,0,0.375,0
1,1,0,0,1,0,1,1,0,0,1,1,0.35,0.434441,1,1,0.364286,0.45,0.782353,1,0,0,0.803571,0.708333,0.425,1,0.472561,0.433099,0.357143,0.514706,0.442568,1,0,1,0.361364,0.477941,0.511364,0.443182,0.511364,0.69121,0,0.6875,1
0.365328,1,1,1,0,0,0,1,0,0,0.365328,0.491667,0.375,0.352273,0.377778,0.625,0.375,0.3575,0.379412,0.375,1,1,0.410714,0.666667,0.425,0.491667,0.35061,0.350352,0.386905,0.367647,0.361486,0.376551,0,0.625,0.375,0.360294,0.359848,0.359091,0.359848,0.378425,0,0.375,0
0.492153,1,1,0,1,0,0,1,0,0,0.492153,0.575,0.345,0.486888,0.428395,0.875,0.353571,0.55,0.526471,0.375,1,1,0.803571,0.5,0.675,0.575,0.594512,0.485915,0.35119,0.661765,0.462838,0.427419,0,0.875,0.347727,0.595588,0.662879,0.534091,0.662879,0.49258,0,0.625,0
0.419708,0,1,1,1,0,0,0,1,0,0.419708,0.358333,0.425,0.36451,0.356481,0.5,0.410714,0.375,0.389706,1,0,0,0.660714,0.291667,0.325,0.358333,0.381098,0.362676,0.446429,0.404412,0.35473,0.355149,0,0.5,0.420455,0.389706,0.397727,0.375,0.397727,0.386416,0,0.6875,1
0.580292,1,0,0,1,0,1,1,0,0,0.580292,0.491667,0.4,0.486888,0.501543,0.625,0.392857,0.55,0.507353,0.625,0,0,0.696429,0.708333,0.525,0.491667,0.594512,0.485915,0.416667,0.661765,0.584459,0.500931,0,0.625,0.397727,0.595588,0.662879,0.534091,0.662879,0.47774,0,0.5,0
0.506752,1,1,1,0,0,0,1,0,0,0.506752,0.591667,0.345,0.479895,0.423765,0.5,0.375,0.3575,0.364706,1,0,0,0.553571,0.666667,0.925,0.591667,0.582317,0.478873,0.35119,0.367647,0.499324,0.422767,0,0.5,0.375,0.369118,0.371212,0.359091,0.371212,0.367009,0,0.6875,1
0.389416,1,1,0,1,0,0,1,0,0,0.389416,0.391667,1,1,1,0.5,1,1,1,0.5,0,0,0.446429,0.5,0.375,0.391667,1,1,1,1,1,1,0,0.5,1,1,1,1,1,1,0,0.4375,0
1,1,0,0,1,0,1,1,0,0,1,1,0.425,0.661713,0.473765,0.5,0.446429,0.4125,0.426471,1,0,0,0.910714,0.708333,1,1,0.89939,0.661972,0.446429,0.404412,0.577703,0.473015,0,0.5,0.465909,0.419118,0.435606,0.409091,0.435606,0.414954,0,0.6875,1
0.416058,1,0,1,0,0,1,0,1,0,0.416058,0.475,0.475,0.416958,0.467593,0.375,0.517857,0.45,0.404412,0.375,1,1,0.339286,0.375,0.725,0.475,0.472561,0.415493,0.505952,0.441176,0.611486,0.466811,0,0.375,0.556818,0.477941,0.511364,0.443182,0.511364,0.397831,0,0.375,0
0.350547,1,0,0,0,1,1,0,1,0,0.350547,0.358333,1,1,0.529321,0.5,1,1,1,0.375,1,1,0.375,0.333333,0.325,0.358333,0.320122,1,0.327381,1,0.341216,0.528846,0,0.5,0.329545,1,0.32197,1,0.32197,1,0,0.375,0
0.42938,1,0,1,0,0,1,0,1,0,0.42938,0.458333,0.425,0.390734,0.408951,1,0.410714,0.4125,0.639706,0.375,0,0,0.732143,0.375,0.325,0.458333,0.381098,0.389085,0.446429,0.404412,0.35473,0.407878,0,1,0.420455,0.389706,0.397727,0.409091,0.397727,0.580479,0,0.5,1
1,1,1,0,0,1,0,0,1,0,1,0.725,0.365,0.451923,0.569136,0.625,0.375,0.475,0.522059,1,0,0,0.696429,0.458333,0.625,0.725,0.503049,0.450704,0.375,0.551471,0.543919,0.568859,0,0.625,0.375,0.507353,0.549242,0.465909,0.549242,0.489155,0,0.6875,1
0.74854,1,1,0,0,0,1,0,1,0,0.74854,0.391667,0.425,0.373252,0.371914,0.5,0.410714,0.3875,0.397059,1,0,0,0.589286,0.416667,0.375,0.391667,0.396341,0.371479,0.446429,0.422794,0.375,0.370658,0,0.5,0.420455,0.404412,0.416667,0.386364,0.416667,0.392123,0,0.6875,1
0.430839,1,0,0,1,0,1,1,0,0,0.430839,0.608333,0.355,0.469406,0.478086,0.625,0.410714,0.375,0.419118,0.375,1,1,0.410714,0.708333,0.425,0.608333,0.381098,0.46831,0.363095,0.404412,0.381757,0.477357,0,0.625,0.420455,0.389706,0.397727,0.375,0.397727,0.409247,0,0.375,0
0.45438,1,1,0,0,1,0,0,1,0,0.45438,0.508333,0.34,0.347028,0.357716,0.625,0.35,0.35,0.354412,0.375,0,0,0.553571,0.458333,0.675,0.508333,0.329268,0.34507,0.345238,0.341912,0.355405,0.35639,0,0.625,0.343182,0.339706,0.333333,0.352273,0.333333,0.359018,0,0.5,1
0.803467,0,0,1,1,1,0,0,0,1,0.803467,1,0.36,0.36451,0.566358,0.375,0.403571,0.37,0.357353,1,0,0,0.553571,0.125,1,1,0.381098,0.362676,0.369048,0.356618,0.827703,0.566067,0,0.375,0.411364,0.383824,0.390152,0.370455,0.390152,0.361301,0,0.6875,1
0.607664,1,1,1,0,0,0,1,0,0,0.607664,0.608333,0.325,0.443182,0.429321,0.625,0.375,0.4875,0.463235,0.5,0,0,0.589286,0.666667,0.675,0.608333,0.381098,0.441901,0.327381,0.367647,0.404054,0.42835,0,0.625,0.375,0.375,0.378788,0.477273,0.378788,0.443493,0,0.5,0
0.354562,1,0,0,1,1,0,1,0,0,0.354562,0.358333,1,1,0.529321,0.5,1,1,1,0.375,1,1,0.375,0.583333,0.325,0.358333,0.320122,1,0.327381,1,0.341216,0.528846,0,0.5,0.329545,1,0.32197,1,0.32197,1,0,0.375,0
0.408942,1,0,1,0,1,0,1,0,0,0.408942,0.375,1,1,1,0.375,1,1,1,1,0,0,0.517857,0.541667,0.425,0.375,1,1,1,1,1,1,0,0.375,1,1,1,1,1,1,0,0.6875,1
0.366423,0,1,1,0,0,1,0,0,1,0.366423,0.375,0.325,0.336538,0.346605,0.375,0.353571,0.335,0.336765,0.375,1,1,0.339286,0,0.425,0.375,0.332317,0.334507,0.327381,0.330882,0.346622,0.345223,0,0.375,0.347727,0.342647,0.337121,0.338636,0.337121,0.34532,0,0.375,0
0.694708,1,0,1,0,1,0,1,0,0,0.694708,0.375,1,1,0.822531,0.375,1,1,1,0.375,0,0,1,0.541667,0.425,0.375,1,1,1,1,1,0.823511,0,0.375,1,1,1,1,1,0.91153,0,0.5,0
0.714234,1,0,0,1,1,0,1,0,0,0.714234,0.708333,0.4,0.451923,0.592284,0.625,0.482143,0.5,0.551471,1,0,0,0.625,0.583333,0.475,0.708333,0.442073,0.450704,0.416667,0.477941,0.449324,0.592122,0,0.625,0.511364,0.448529,0.473485,0.488636,0.473485,0.511986,0,0.6875,1
